time, inductor_current, output_voltage 
0.000002,        0,        0 
0.000004,    15720,        0 
0.000006,    31440,       47 
0.000008,    47159,      141 
0.000010,    62877,      283 
0.000012,    78594,      472 
0.000014,    94309,      709 
0.000016,   110021,      993 
0.000018,   125731,     1325 
0.000020,   125717,     1704 
0.000022,   125699,     2083 
0.000024,   125678,     2462 
0.000026,   125653,     2840 
0.000028,   125624,     3218 
0.000030,   125591,     3596 
0.000032,   125555,     3974 
0.000034,   125515,     4352 
0.000036,   125471,     4729 
0.000038,   125423,     5106 
0.000040,   125371,     5483 
0.000042,   125316,     5860 
0.000044,   125257,     6236 
0.000046,   125194,     6612 
0.000048,   125127,     6988 
0.000050,   125057,     7363 
0.000052,   124983,     7738 
0.000054,   124905,     8113 
0.000056,   124823,     8487 
0.000058,   124738,     8861 
0.000060,   124649,     9235 
0.000062,   124556,     9608 
0.000064,   124459,     9981 
0.000066,   124359,    10354 
0.000068,   124255,    10726 
0.000070,   139867,    11098 
0.000072,   155476,    11517 
0.000074,   171080,    11983 
0.000076,   186680,    12496 
0.000078,   202275,    13056 
0.000080,   217864,    13663 
0.000082,   233447,    14317 
0.000084,   249023,    15017 
0.000086,   248872,    15764 
0.000088,   248714,    16511 
0.000090,   248548,    17257 
0.000092,   248375,    18002 
0.000094,   248195,    18746 
0.000096,   248007,    19490 
0.000098,   247812,    20233 
0.000100,   247609,    20975 
0.000102,   247399,    21716 
0.000104,   247181,    22456 
0.000106,   246956,    23196 
0.000108,   246724,    23935 
0.000110,   246484,    24673 
0.000112,   246237,    25410 
0.000114,   245983,    26146 
0.000116,   245721,    26881 
0.000118,   245452,    27615 
0.000120,   245176,    28348 
0.000122,   244892,    29080 
0.000124,   244601,    29811 
0.000126,   244303,    30540 
0.000128,   243997,    31268 
0.000130,   243684,    31995 
0.000132,   243364,    32721 
0.000134,   243036,    33446 
0.000136,   258421,    34170 
0.000138,   273799,    34940 
0.000140,   289169,    35756 
0.000142,   304531,    36618 
0.000144,   319885,    37527 
0.000146,   335229,    38482 
0.000148,   350564,    39483 
0.000150,   365889,    40530 
0.000152,   381203,    41623 
0.000154,   380786,    42762 
0.000156,   380358,    43899 
0.000158,   379919,    45034 
0.000160,   379468,    46168 
0.000162,   379006,    47300 
0.000164,   378533,    48430 
0.000166,   378048,    49559 
0.000168,   377552,    50686 
0.000170,   377045,    51811 
0.000172,   376527,    52934 
0.000174,   375997,    54055 
0.000176,   375456,    55174 
0.000178,   374904,    56291 
0.000180,   374341,    57406 
0.000182,   373767,    58519 
0.000184,   373182,    59630 
0.000186,   372586,    60739 
0.000188,   371978,    61846 
0.000190,   371359,    62951 
0.000192,   370729,    64053 
0.000194,   370088,    65153 
0.000196,   369436,    66251 
0.000198,   368773,    67347 
0.000200,   368099,    68440 
0.000202,   367414,    69531 
0.000204,   382439,    70620 
0.000206,   397453,    71754 
0.000208,   412455,    72933 
0.000210,   427446,    74157 
0.000212,   442424,    75426 
0.000214,   457390,    76739 
0.000216,   472343,    78097 
0.000218,   487282,    79500 
0.000220,   486487,    80948 
0.000222,   485677,    82393 
0.000224,   484853,    83835 
0.000226,   484015,    85274 
0.000228,   483162,    86710 
0.000230,   482295,    88143 
0.000232,   481414,    89573 
0.000234,   480518,    91000 
0.000236,   479608,    92424 
0.000238,   478684,    93845 
0.000240,   477746,    95262 
0.000242,   476793,    96676 
0.000244,   475826,    98087 
0.000246,   474845,    99494 
0.000248,   473850,   100898 
0.000250,   472841,   102299 
0.000252,   471818,   103696 
0.000254,   470781,   105090 
0.000256,   469730,   106480 
0.000258,   468665,   107867 
0.000260,   467586,   109250 
0.000262,   466494,   110629 
0.000264,   465388,   112004 
0.000266,   464268,   113376 
0.000268,   463134,   114744 
0.000270,   477707,   116108 
0.000272,   492266,   117516 
0.000274,   506811,   118967 
0.000276,   521341,   120462 
0.000278,   535857,   122000 
0.000280,   550357,   123582 
0.000282,   564841,   125207 
0.000284,   579309,   126875 
0.000286,   578040,   128586 
0.000288,   576754,   130293 
0.000290,   575451,   131996 
0.000292,   574131,   133694 
0.000294,   572794,   135388 
0.000296,   571440,   137077 
0.000298,   570069,   138762 
0.000300,   568682,   140442 
0.000302,   567278,   142117 
0.000304,   565857,   143787 
0.000306,   564419,   145453 
0.000308,   562965,   147114 
0.000310,   561494,   148770 
0.000312,   560007,   150421 
0.000314,   558503,   152067 
0.000316,   556983,   153708 
0.000318,   555446,   155344 
0.000320,   553893,   156975 
0.000322,   552324,   158601 
0.000324,   550738,   160221 
0.000326,   549136,   161836 
0.000328,   547518,   163446 
0.000330,   545884,   165050 
0.000332,   544234,   166649 
0.000334,   542568,   168242 
0.000336,   556606,   169830 
0.000338,   570628,   171460 
0.000340,   584634,   173132 
0.000342,   598623,   174846 
0.000344,   612595,   176601 
0.000346,   626549,   178398 
0.000348,   640485,   180237 
0.000350,   654403,   182117 
0.000352,   668302,   184039 
0.000354,   666462,   186002 
0.000356,   664603,   187959 
0.000358,   662724,   189910 
0.000360,   660825,   191854 
0.000362,   658907,   193792 
0.000364,   656970,   195724 
0.000366,   655013,   197649 
0.000368,   653037,   199568 
0.000370,   651042,   201480 
0.000372,   649028,   203386 
0.000374,   646995,   205285 
0.000376,   644943,   207177 
0.000378,   642872,   209062 
0.000380,   640782,   210941 
0.000382,   638673,   212813 
0.000384,   636546,   214678 
0.000386,   634400,   216536 
0.000388,   632235,   218387 
0.000390,   630052,   220231 
0.000392,   627850,   222068 
0.000394,   625630,   223897 
0.000396,   623392,   225719 
0.000398,   621136,   227534 
0.000400,   618861,   229341 
0.000402,   616568,   231141 
0.000404,   629977,   232933 
0.000406,   643368,   234765 
0.000408,   656741,   236637 
0.000410,   670095,   238549 
0.000412,   683430,   240501 
0.000414,   696746,   242493 
0.000416,   710042,   244524 
0.000418,   723318,   246595 
0.000420,   720853,   248705 
0.000422,   718367,   250807 
0.000424,   715860,   252901 
0.000426,   713332,   254987 
0.000428,   710783,   257065 
0.000430,   708213,   259134 
0.000432,   705623,   261195 
0.000434,   703012,   263247 
0.000436,   700380,   265291 
0.000438,   697728,   267326 
0.000440,   695056,   269353 
0.000442,   692363,   271371 
0.000444,   689650,   273380 
0.000446,   686917,   275381 
0.000448,   684164,   277373 
0.000450,   681391,   279356 
0.000452,   678598,   281330 
0.000454,   675786,   283295 
0.000456,   672954,   285251 
0.000458,   670103,   287197 
0.000460,   667232,   289134 
0.000462,   664342,   291062 
0.000464,   661432,   292981 
0.000466,   658503,   294890 
0.000468,   655555,   296790 
0.000470,   668308,   298680 
0.000472,   681042,   300608 
0.000474,   693757,   302574 
0.000476,   706452,   304578 
0.000478,   719127,   306620 
0.000480,   731782,   308700 
0.000482,   744416,   310817 
0.000484,   757029,   312972 
0.000486,   753900,   315164 
0.000488,   750750,   317346 
0.000490,   747578,   319518 
0.000492,   744384,   321680 
0.000494,   741168,   323831 
0.000496,   737931,   325972 
0.000498,   734673,   328102 
0.000500,   731393,   330222 
0.000502,   728092,   332331 
0.000504,   724770,   334430 
0.000506,   721427,   336518 
0.000508,   718063,   338595 
0.000510,   714678,   340662 
0.000512,   711273,   342718 
0.000514,   707847,   344763 
0.000516,   704401,   346797 
0.000518,   700934,   348820 
0.000520,   697447,   350832 
0.000522,   693940,   352833 
0.000524,   690413,   354822 
0.000526,   686866,   356800 
0.000528,   683299,   358767 
0.000530,   679713,   360723 
0.000532,   676107,   362667 
0.000534,   672482,   364600 
0.000536,   684558,   366521 
0.000538,   696614,   368478 
0.000540,   708651,   370471 
0.000542,   720668,   372500 
0.000544,   732665,   374564 
0.000546,   744641,   376664 
0.000548,   756596,   378799 
0.000550,   768530,   380970 
0.000552,   780442,   383176 
0.000554,   776612,   385418 
0.000556,   772759,   387647 
0.000558,   768884,   389864 
0.000560,   764987,   392069 
0.000562,   761068,   394261 
0.000564,   757127,   396441 
0.000566,   753164,   398608 
0.000568,   749180,   400763 
0.000570,   745174,   402905 
0.000572,   741147,   405034 
0.000574,   737098,   407150 
0.000576,   733028,   409253 
0.000578,   728937,   411344 
0.000580,   724825,   413422 
0.000582,   720693,   415486 
0.000584,   716540,   417537 
0.000586,   712366,   419575 
0.000588,   708172,   421600 
0.000590,   703958,   423612 
0.000592,   699724,   425610 
0.000594,   695470,   427595 
0.000596,   691196,   429567 
0.000598,   686902,   431525 
0.000600,   682589,   433469 
0.000602,   678256,   435400 
0.000604,   689624,   437317 
0.000606,   700973,   439268 
0.000608,   712302,   441253 
0.000610,   723611,   443271 
0.000612,   734900,   445323 
0.000614,   746169,   447408 
0.000616,   757417,   449527 
0.000618,   768644,   451679 
0.000620,   764129,   453864 
0.000622,   759592,   456035 
0.000624,   755034,   458192 
0.000626,   750454,   460334 
0.000628,   745853,   462462 
0.000630,   741230,   464575 
0.000632,   736586,   466674 
0.000634,   731921,   468758 
0.000636,   727235,   470827 
0.000638,   722529,   472881 
0.000640,   717802,   474921 
0.000642,   713055,   476946 
0.000644,   708288,   478956 
0.000646,   703501,   480951 
0.000648,   698694,   482931 
0.000650,   693867,   484896 
0.000652,   689020,   486845 
0.000654,   684154,   488779 
0.000656,   679268,   490698 
0.000658,   674363,   492601 
0.000660,   669439,   494489 
0.000662,   664496,   496362 
0.000664,   659535,   498219 
0.000666,   654555,   500061 
0.000668,   649557,   501887 
0.000670,   660260,   503697 
0.000672,   670945,   505539 
0.000674,   681612,   507413 
0.000676,   692260,   509319 
0.000678,   702889,   511256 
0.000680,   713499,   513225 
0.000682,   724089,   515225 
0.000684,   734659,   517257 
0.000686,   729489,   519320 
0.000688,   724298,   521367 
0.000690,   719087,   523397 
0.000692,   713855,   525411 
0.000694,   708603,   527409 
0.000696,   703331,   529390 
0.000698,   698040,   531355 
0.000700,   692729,   533303 
0.000702,   687398,   535234 
0.000704,   682048,   537149 
0.000706,   676679,   539047 
0.000708,   671291,   540928 
0.000710,   665884,   542792 
0.000712,   660459,   544639 
0.000714,   655015,   546469 
0.000716,   649553,   548282 
0.000718,   644073,   550078 
0.000720,   638575,   551857 
0.000722,   633059,   553619 
0.000724,   627525,   555364 
0.000726,   621974,   557092 
0.000728,   616406,   558802 
0.000730,   610821,   560495 
0.000732,   605219,   562171 
0.000734,   599600,   563829 
0.000736,   609684,   565470 
0.000738,   619752,   567141 
0.000740,   629803,   568842 
0.000742,   639837,   570572 
0.000744,   649854,   572332 
0.000746,   659853,   574122 
0.000748,   669834,   575942 
0.000750,   679797,   577791 
0.000752,   689742,   579670 
0.000754,   683948,   581578 
0.000756,   678135,   583468 
0.000758,   672303,   585340 
0.000760,   666452,   587194 
0.000762,   660583,   589030 
0.000764,   654695,   590847 
0.000766,   648789,   592646 
0.000768,   642865,   594427 
0.000770,   636923,   596189 
0.000772,   630964,   597933 
0.000774,   624987,   599658 
0.000776,   618993,   601365 
0.000778,   612982,   603053 
0.000780,   606954,   604722 
0.000782,   600910,   606373 
0.000784,   594849,   608005 
0.000786,   588772,   609618 
0.000788,   582679,   611212 
0.000790,   576570,   612787 
0.000792,   570445,   614343 
0.000794,   564304,   615880 
0.000796,   558148,   617398 
0.000798,   551977,   618897 
0.000800,   545791,   620377 
0.000802,   539590,   621838 
0.000804,   549095,   623280 
0.000806,   558585,   624750 
0.000808,   568060,   626248 
0.000810,   577520,   627775 
0.000812,   586965,   629330 
0.000814,   596395,   630913 
0.000816,   605809,   632524 
0.000818,   615207,   634163 
0.000820,   608868,   635830 
0.000822,   602513,   637477 
0.000824,   596141,   639104 
0.000826,   589753,   640712 
0.000828,   583349,   642300 
0.000830,   576929,   643868 
0.000832,   570493,   645416 
0.000834,   564042,   646944 
0.000836,   557576,   648452 
0.000838,   551095,   649940 
0.000840,   544599,   651408 
0.000842,   538088,   652856 
0.000844,   531563,   654284 
0.000846,   525023,   655692 
0.000848,   518469,   657080 
0.000850,   511901,   658447 
0.000852,   505320,   659794 
0.000854,   498725,   661121 
0.000856,   492117,   662428 
0.000858,   485496,   663714 
0.000860,   478862,   664980 
0.000862,   472215,   666225 
0.000864,   465556,   667450 
0.000866,   458885,   668654 
0.000868,   452202,   669838 
0.000870,   461227,   671001 
0.000872,   470240,   672191 
0.000874,   479241,   673408 
0.000876,   488230,   674652 
0.000878,   497207,   675923 
0.000880,   506171,   677220 
0.000882,   515122,   678544 
0.000884,   524060,   679895 
0.000886,   517264,   681272 
0.000888,   510455,   682628 
0.000890,   503632,   683963 
0.000892,   496796,   685277 
0.000894,   489946,   686570 
0.000896,   483084,   687842 
0.000898,   476209,   689093 
0.000900,   469321,   690323 
0.000902,   462421,   691532 
0.000904,   455509,   692720 
0.000906,   448585,   693886 
0.000908,   441649,   695031 
0.000910,   434702,   696155 
0.000912,   427744,   697258 
0.000914,   420775,   698339 
0.000916,   413795,   699399 
0.000918,   406804,   700437 
0.000920,   399803,   701454 
0.000922,   392792,   702449 
0.000924,   385771,   703423 
0.000926,   378740,   704376 
0.000928,   371700,   705307 
0.000930,   364650,   706216 
0.000932,   357591,   707104 
0.000934,   350523,   707970 
0.000936,   359167,   708815 
0.000938,   367802,   709685 
0.000940,   376429,   710581 
0.000942,   385047,   711503 
0.000944,   393655,   712451 
0.000946,   402254,   713425 
0.000948,   410843,   714424 
0.000950,   419422,   715449 
0.000952,   427991,   716500 
0.000954,   420829,   717576 
0.000956,   413657,   718630 
0.000958,   406474,   719662 
0.000960,   399281,   720672 
0.000962,   392078,   721660 
0.000964,   384865,   722626 
0.000966,   377642,   723570 
0.000968,   370410,   724492 
0.000970,   363169,   725392 
0.000972,   355919,   726270 
0.000974,   348660,   727125 
0.000976,   341392,   727958 
0.000978,   334116,   728769 
0.000980,   326832,   729558 
0.000982,   319540,   730325 
0.000984,   312240,   731069 
0.000986,   304933,   731791 
0.000988,   297619,   732491 
0.000990,   290298,   733168 
0.000992,   282970,   733823 
0.000994,   275635,   734456 
0.000996,   268294,   735066 
0.000998,   260947,   735654 
0.001000,   253594,   736220 
0.001002,   246235,   736763 
0.001004,   254591,   737284 
0.001006,   262942,   737830 
0.001008,   271287,   738401 
0.001010,   279627,   738997 
0.001012,   287961,   739618 
0.001014,   296288,   740264 
0.001016,   304609,   740935 
0.001018,   312923,   741631 
0.001020,   305510,   742352 
0.001022,   298090,   743050 
0.001024,   290663,   743726 
0.001026,   283229,   744379 
0.001028,   275789,   745009 
0.001030,   268343,   745617 
0.001032,   260890,   746202 
0.001034,   253432,   746764 
0.001036,   245968,   747304 
0.001038,   238499,   747821 
0.001040,   231024,   748315 
0.001042,   223544,   748786 
0.001044,   216060,   749235 
0.001046,   208571,   749661 
0.001048,   201078,   750064 
0.001050,   193581,   750444 
0.001052,   186080,   750802 
0.001054,   178576,   751137 
0.001056,   171068,   751449 
0.001058,   163557,   751738 
0.001060,   156043,   752005 
0.001062,   148527,   752249 
0.001064,   141008,   752470 
0.001066,   133487,   752668 
0.001068,   125964,   752843 
0.001070,   134159,   752996 
0.001072,   142353,   753173 
0.001074,   150545,   753375 
0.001076,   158735,   753602 
0.001078,   166923,   753853 
0.001080,   175108,   754129 
0.001082,   183290,   754430 
0.001084,   191469,   754755 
0.001086,   183925,   755105 
0.001088,   176378,   755432 
0.001090,   168827,   755736 
0.001092,   161273,   756017 
0.001094,   153716,   756275 
0.001096,   146157,   756510 
0.001098,   138596,   756723 
0.001100,   131032,   756913 
0.001102,   123467,   757080 
0.001104,   115900,   757224 
0.001106,   108331,   757345 
0.001108,   100761,   757443 
0.001110,    93190,   757518 
0.001112,    85618,   757570 
0.001114,    78046,   757599 
0.001116,    70474,   757605 
0.001118,    62902,   757589 
0.001120,    55330,   757550 
0.001122,    47758,   757488 
0.001124,    40187,   757403 
0.001126,    32617,   757295 
0.001128,    25048,   757164 
0.001130,    17480,   757010 
0.001132,     9914,   756834 
0.001134,     2349,   756635 
0.001136,    10506,   756413 
0.001138,    18666,   756216 
0.001140,    26827,   756043 
0.001142,    34990,   755895 
0.001144,    43155,   755772 
0.001146,    51321,   755674 
0.001148,    59488,   755600 
0.001150,    67656,   755551 
0.001152,    75824,   755527 
0.001154,    68272,   755527 
0.001156,    60720,   755505 
0.001158,    53169,   755460 
0.001160,    45618,   755392 
0.001162,    38068,   755301 
0.001164,    30519,   755187 
0.001166,    22971,   755051 
0.001168,    15424,   754892 
0.001170,     7879,   754710 
0.001172,      336,   754505 
0.001174, 33547227,   754278 
0.001176, 33539688,   754028 
0.001178, 33532151,   753755 
0.001180, 33524617,   753459 
0.001182, 33517086,   753141 
0.001184, 33509558,   752800 
0.001186, 33502034,   752437 
0.001188, 33494513,   752051 
0.001190, 33486996,   751642 
0.001192, 33479483,   751211 
0.001194, 33471975,   750757 
0.001196, 33464471,   750281 
0.001198, 33456972,   749782 
0.001200, 33449478,   749261 
0.001202, 33441989,   748717 
0.001204, 33450225,   748151 
0.001206, 33458467,   747610 
0.001208, 33466715,   747094 
0.001210, 33474968,   746603 
0.001212, 33483226,   746137 
0.001214, 33491488,   745696 
0.001216, 33499755,   745280 
0.001218, 33508026,   744889 
0.001220, 33500581,   744523 
0.001222, 33493139,   744135 
0.001224, 33485701,   743725 
0.001226, 33478267,   743292 
0.001228, 33470838,   742837 
0.001230, 33463413,   742360 
0.001232, 33455993,   741860 
0.001234, 33448578,   741338 
0.001236, 33441168,   740794 
0.001238, 33433764,   740228 
0.001240, 33426365,   739639 
0.001242, 33418972,   739028 
0.001244, 33411585,   738395 
0.001246, 33404205,   737740 
0.001248, 33396831,   737063 
0.001250, 33389464,   736364 
0.001252, 33382104,   735643 
0.001254, 33374751,   734900 
0.001256, 33367406,   734135 
0.001258, 33360068,   733348 
0.001260, 33352738,   732539 
0.001262, 33345416,   731708 
0.001264, 33338102,   730855 
0.001266, 33330797,   729980 
0.001268, 33323501,   729083 
0.001270, 33331934,   728165 
0.001272, 33340376,   727272 
0.001274, 33348827,   726405 
0.001276, 33357286,   725564 
0.001278, 33365754,   724749 
0.001280, 33374230,   723960 
0.001282, 33382714,   723196 
0.001284, 33391206,   722458 
0.001286, 33383985,   721746 
0.001288, 33376771,   721013 
0.001290, 33369564,   720258 
0.001292, 33362365,   719481 
0.001294, 33355174,   718683 
0.001296, 33347991,   717863 
0.001298, 33340816,   717022 
0.001300, 33333649,   716160 
0.001302, 33326491,   715276 
0.001304, 33319342,   714371 
0.001306, 33312202,   713444 
0.001308, 33305071,   712496 
0.001310, 33297949,   711527 
0.001312, 33290837,   710537 
0.001314, 33283735,   709525 
0.001316, 33276643,   708492 
0.001318, 33269561,   707438 
0.001320, 33262490,   706363 
0.001322, 33255430,   705267 
0.001324, 33248381,   704150 
0.001326, 33241343,   703012 
0.001328, 33234316,   701853 
0.001330, 33227301,   700673 
0.001332, 33220298,   699472 
0.001334, 33213307,   698251 
0.001336, 33222048,   697009 
0.001338, 33230801,   695794 
0.001340, 33239566,   694606 
0.001342, 33248343,   693444 
0.001344, 33257132,   692309 
0.001346, 33265932,   691201 
0.001348, 33274743,   690120 
0.001350, 33283565,   689066 
0.001352, 33292398,   688039 
0.001354, 33285521,   687039 
0.001356, 33278654,   686019 
0.001358, 33271797,   684978 
0.001360, 33264950,   683917 
0.001362, 33258114,   682835 
0.001364, 33251289,   681733 
0.001366, 33244475,   680611 
0.001368, 33237672,   679468 
0.001370, 33230881,   678305 
0.001372, 33224101,   677122 
0.001374, 33217333,   675919 
0.001376, 33210577,   674696 
0.001378, 33203833,   673453 
0.001380, 33197102,   672190 
0.001382, 33190383,   670907 
0.001384, 33183677,   669604 
0.001386, 33176984,   668281 
0.001388, 33170304,   666938 
0.001390, 33163638,   665575 
0.001392, 33156985,   664193 
0.001394, 33150346,   662791 
0.001396, 33143721,   661369 
0.001398, 33137110,   659928 
0.001400, 33130514,   658467 
0.001402, 33123932,   656987 
0.001404, 33133085,   655487 
0.001406, 33142253,   654015 
0.001408, 33151436,   652572 
0.001410, 33160633,   651157 
0.001412, 33169845,   649770 
0.001414, 33179070,   648411 
0.001416, 33188309,   647081 
0.001418, 33197561,   645779 
0.001420, 33191106,   644505 
0.001422, 33184664,   643212 
0.001424, 33178235,   641900 
0.001426, 33171819,   640569 
0.001428, 33165416,   639219 
0.001430, 33159027,   637850 
0.001432, 33152652,   636462 
0.001434, 33146290,   635055 
0.001436, 33139942,   633630 
0.001438, 33133609,   632186 
0.001440, 33127290,   630723 
0.001442, 33120986,   629241 
0.001444, 33114697,   627741 
0.001446, 33108423,   626222 
0.001448, 33102164,   624685 
0.001450, 33095920,   623129 
0.001452, 33089692,   621555 
0.001454, 33083479,   619963 
0.001456, 33077282,   618352 
0.001458, 33071101,   616723 
0.001460, 33064937,   615076 
0.001462, 33058789,   613411 
0.001464, 33052658,   611728 
0.001466, 33046544,   610027 
0.001468, 33040447,   608308 
0.001470, 33050087,   606571 
0.001472, 33059744,   604864 
0.001474, 33069418,   603186 
0.001476, 33079109,   601538 
0.001478, 33088816,   599920 
0.001480, 33098540,   598332 
0.001482, 33108279,   596773 
0.001484, 33118034,   595244 
0.001486, 33112084,   593745 
0.001488, 33106149,   592229 
0.001490, 33100229,   590695 
0.001492, 33094325,   589144 
0.001494, 33088436,   587575 
0.001496, 33082563,   585989 
0.001498, 33076706,   584386 
0.001500, 33070865,   582766 
0.001502, 33065040,   581128 
0.001504, 33059231,   579473 
0.001506, 33053439,   577801 
0.001508, 33047664,   576112 
0.001510, 33041906,   574406 
0.001512, 33036165,   572684 
0.001514, 33030441,   570945 
0.001516, 33024734,   569189 
0.001518, 33019045,   567416 
0.001520, 33013373,   565627 
0.001522, 33007719,   563821 
0.001524, 33002083,   561998 
0.001526, 32996466,   560159 
0.001528, 32990867,   558304 
0.001530, 32985287,   556432 
0.001532, 32979725,   554544 
0.001534, 32974182,   552640 
0.001536, 32984378,   550719 
0.001538, 32994593,   548830 
0.001540, 33004827,   546972 
0.001542, 33015080,   545146 
0.001544, 33025351,   543351 
0.001546, 33035640,   541588 
0.001548, 33045947,   539856 
0.001550, 33056271,   538156 
0.001552, 33066612,   536488 
0.001554, 33061250,   534852 
0.001556, 33055904,   533200 
0.001558, 33050574,   531532 
0.001560, 33045261,   529849 
0.001562, 33039965,   528150 
0.001564, 33034686,   526436 
0.001566, 33029424,   524706 
0.001568, 33024179,   522961 
0.001570, 33018952,   521200 
0.001572, 33013742,   519424 
0.001574, 33008550,   517633 
0.001576, 33003376,   515827 
0.001578, 32998220,   514006 
0.001580, 32993082,   512170 
0.001582, 32987963,   510319 
0.001584, 32982862,   508453 
0.001586, 32977780,   506572 
0.001588, 32972717,   504676 
0.001590, 32967673,   502766 
0.001592, 32962648,   500841 
0.001594, 32957642,   498901 
0.001596, 32952655,   496947 
0.001598, 32947688,   494978 
0.001600, 32942740,   492995 
0.001602, 32937812,   490998 
0.001604, 32948624,   488986 
0.001606, 32959456,   487007 
0.001608, 32970308,   485062 
0.001610, 32981180,   483150 
0.001612, 32992071,   481272 
0.001614, 33002980,   479427 
0.001616, 33013908,   477616 
0.001618, 33024854,   475838 
0.001620, 33020098,   474094 
0.001622, 33015359,   472336 
0.001624, 33010638,   470564 
0.001626, 33005934,   468778 
0.001628, 33001248,   466979 
0.001630, 32996580,   465166 
0.001632, 32991930,   463340 
0.001634, 32987299,   461500 
0.001636, 32982686,   459647 
0.001638, 32978092,   457780 
0.001640, 32973516,   455900 
0.001642, 32968959,   454007 
0.001644, 32964421,   452100 
0.001646, 32959902,   450180 
0.001648, 32955402,   448247 
0.001650, 32950921,   446301 
0.001652, 32946460,   444342 
0.001654, 32942019,   442370 
0.001656, 32937597,   440386 
0.001658, 32933195,   438389 
0.001660, 32928813,   436379 
0.001662, 32924451,   434357 
0.001664, 32920109,   432322 
0.001666, 32915788,   430274 
0.001668, 32911487,   428214 
0.001670, 32922927,   426142 
0.001672, 32934387,   424105 
0.001674, 32945868,   422103 
0.001676, 32957369,   420136 
0.001678, 32968889,   418205 
0.001680, 32980429,   416309 
0.001682, 32991988,   414449 
0.001684, 33003565,   412624 
0.001686, 32999441,   410835 
0.001688, 32995334,   409034 
0.001690, 32991245,   407221 
0.001692, 32987175,   405396 
0.001694, 32983123,   403559 
0.001696, 32979089,   401711 
0.001698, 32975074,   399851 
0.001700, 32971077,   397979 
0.001702, 32967099,   396096 
0.001704, 32963140,   394201 
0.001706, 32959200,   392295 
0.001708, 32955279,   390378 
0.001710, 32951377,   388449 
0.001712, 32947494,   386509 
0.001714, 32943631,   384558 
0.001716, 32939787,   382596 
0.001718, 32935963,   380623 
0.001720, 32932158,   378639 
0.001722, 32928373,   376644 
0.001724, 32924608,   374638 
0.001726, 32920863,   372621 
0.001728, 32917138,   370594 
0.001730, 32913434,   368556 
0.001732, 32909750,   366508 
0.001734, 32906086,   364449 
0.001736, 32918163,   362380 
0.001738, 32930261,   360348 
0.001740, 32942379,   358353 
0.001742, 32954517,   356395 
0.001744, 32966675,   354474 
0.001746, 32978852,   352591 
0.001748, 32991048,   350745 
0.001750, 33003262,   348936 
0.001752, 33015494,   347165 
0.001754, 33012024,   345431 
0.001756, 33008571,   343687 
0.001758, 33005136,   341933 
0.001760, 33001718,   340170 
0.001762, 32998318,   338397 
0.001764, 32994935,   336614 
0.001766, 32991570,   334821 
0.001768, 32988223,   333019 
0.001770, 32984894,   331207 
0.001772, 32981583,   329386 
0.001774, 32978290,   327555 
0.001776, 32975016,   325715 
0.001778, 32971760,   323866 
0.001780, 32968523,   322007 
0.001782, 32965304,   320139 
0.001784, 32962104,   318262 
0.001786, 32958923,   316376 
0.001788, 32955760,   314481 
0.001790, 32952616,   312577 
0.001792, 32949491,   310664 
0.001794, 32946386,   308742 
0.001796, 32943300,   306811 
0.001798, 32940233,   304871 
0.001800, 32937185,   302923 
0.001802, 32934157,   300966 
0.001804, 32946868,   299001 
0.001806, 32959599,   297075 
0.001808, 32972349,   295188 
0.001810, 32985118,   293340 
0.001812, 32997906,   291531 
0.001814, 33010712,   289761 
0.001816, 33023535,   288030 
0.001818, 33036376,   286339 
0.001820, 33033514,   284687 
0.001822, 33030668,   283027 
0.001824, 33027839,   281359 
0.001826, 33025026,   279683 
0.001828, 33022230,   277999 
0.001830, 33019451,   276307 
0.001832, 33016689,   274607 
0.001834, 33013944,   272899 
0.001836, 33011216,   271183 
0.001838, 33008505,   269459 
0.001840, 33005811,   267728 
0.001842, 33003135,   265989 
0.001844, 33000476,   264243 
0.001846, 32997835,   262489 
0.001848, 32995211,   260728 
0.001850, 32992605,   258959 
0.001852, 32990016,   257183 
0.001854, 32987445,   255400 
0.001856, 32984892,   253609 
0.001858, 32982357,   251811 
0.001860, 32979840,   250006 
0.001862, 32977341,   248194 
0.001864, 32974860,   246375 
0.001866, 32972397,   244549 
0.001868, 32969952,   242716 
0.001870, 32983246,   240876 
0.001872, 32996558,   239077 
0.001874, 33009888,   237319 
0.001876, 33023236,   235602 
0.001878, 33036601,   233925 
0.001880, 33049983,   232289 
0.001882, 33063381,   230694 
0.001884, 33076795,   229140 
0.001886, 33074504,   227627 
0.001888, 33072228,   226108 
0.001890, 33069968,   224582 
0.001892, 33067723,   223050 
0.001894, 33065493,   221512 
0.001896, 33063279,   219967 
0.001898, 33061080,   218416 
0.001900, 33058897,   216859 
0.001902, 33056729,   215296 
0.001904, 33054577,   213727 
0.001906, 33052440,   212152 
0.001908, 33050319,   210571 
0.001910, 33048214,   208984 
0.001912, 33046125,   207391 
0.001914, 33044052,   205792 
0.001916, 33041995,   204187 
0.001918, 33039954,   202577 
0.001920, 33037929,   200961 
0.001922, 33035920,   199339 
0.001924, 33033927,   197712 
0.001926, 33031950,   196079 
0.001928, 33029990,   194441 
0.001930, 33028046,   192797 
0.001932, 33026119,   191148 
0.001934, 33024208,   189494 
0.001936, 33038034,   187834 
0.001938, 33051876,   186217 
0.001940, 33065734,   184642 
0.001942, 33079608,   183109 
0.001944, 33093497,   181619 
